Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Percentage of hard mode,Percentage of frequency
2022/7/5,381,field,44578,3604,0.99009901,5.940594059,24.75247525,35.64356436,22.77227723,8.910891089,0.99009901,0.080847055,0.010755436
2022/7/6,382,fluff,47344,4049,0,0,4,25,44,23,4,0.085522981,5.42E-05
2022/7/7,383,agape,43407,3671,0,1.98019802,17.82178218,35.64356436,26.73267327,14.85148515,2.97029703,0.084571613,2.61E-05
2022/7/8,384,voice,42806,3484,1,5,24,35,25,9,1,0.081390459,0.010599249
2022/7/9,385,stead,47094,3933,0.99009901,5.940594059,19.8019802,26.73267327,27.72277228,15.84158416,2.97029703,0.083513823,4.70E-05
2022/7/10,386,berth,41785,3494,0,7,24,35,24,9,1,0.083618523,0.000192653
2022/7/11,387,madam,40545,3430,0,2.97029703,12.87128713,34.65346535,33.66336634,13.86138614,1.98019802,0.084597361,0.000138116
2022/7/12,388,night,46910,3870,1,8,27,27,17,13,7,0.082498401,0.021363613
2022/7/13,389,bland,46246,3727,0,7.142857143,31.63265306,38.7755102,18.36734694,4.081632653,0,0.080590754,0.000169956
2022/7/14,390,liver,40549,3388,0,4.04040404,16.16161616,26.26262626,25.25252525,20.2020202,8.080808081,0.083553232,0.000621093
2022/7/15,391,wedge,39234,3353,0,1.98019802,10.89108911,31.68316832,36.63366337,16.83168317,1.98019802,0.085461589,0.000411445
2022/7/16,392,roomy,38769,3280,0,2,17,41,28,10,2,0.084603678,0.000110472
2022/7/17,393,wacky,39611,3345,0,3.03030303,18.18181818,39.39393939,27.27272727,10.1010101,2.02020202,0.08444624,0.000103157
2022/7/18,394,flock,42574,3548,0,4,22,37,27,9,1,0.083337248,0.000368633
2022/7/19,395,angry,39667,3358,0,5.050505051,27.27272727,38.38383838,21.21212121,7.070707071,1.01010101,0.084654751,0.0025018
2022/7/20,396,trite,42237,3685,0,4,14,22,22,23,15,0.08724578,3.46E-05
2022/7/21,397,aphid,39086,3367,0,6,24,36,23,9,2,0.086143376,5.67E-05
2022/7/22,398,tryst,43099,3665,0,3,26,41,23,6,1,0.085036776,3.22E-05
2022/7/23,399,midge,36769,3111,0,2.02020202,18.18181818,39.39393939,28.28282828,10.1010101,2.02020202,0.084609318,3.08E-05
2022/7/24,400,power,39813,3401,2.02020202,6.060606061,19.19191919,29.29292929,24.24242424,15.15151515,4.04040404,0.085424359,0.016716492
2022/7/25,401,elope,39228,3339,0,4.04040404,22.22222222,32.32323232,26.26262626,13.13131313,2.02020202,0.085117773,2.84E-05
2022/7/26,402,cinch,39171,3507,0,1.98019802,14.85148515,23.76237624,21.78217822,24.75247525,12.87128713,0.08953052,4.03E-05
2022/7/27,403,motto,38384,3285,0,1.01010101,11.11111111,36.36363636,36.36363636,14.14141414,1.01010101,0.085582534,0.000201366
2022/7/28,404,stomp,40650,3490,0,7.070707071,26.26262626,32.32323232,21.21212121,11.11111111,2.02020202,0.085854859,0.000230839
2022/7/29,405,upset,37791,3213,0,5,30,38,20,6,1,0.085020243,0.001001344
2022/7/30,406,bluff,37353,3171,0,2,14,42,31,10,1,0.08489278,0.000274727
2022/7/31,407,cramp,39250,3369,1.01010101,8.080808081,26.26262626,33.33333333,19.19191919,10.1010101,2.02020202,0.085834395,0.000125208
2022/8/1,408,quart,36662,3303,0,5,20,33,27,13,2,0.090093285,0.000162642
2022/8/2,409,coyly,34909,3380,0,0,4.04040404,17.17171717,28.28282828,35.35353535,15.15151515,0.096823169,2.62E-05
2022/8/3,410,youth,38381,3327,0.99009901,4.95049505,16.83168317,30.69306931,28.71287129,14.85148515,2.97029703,0.086683515,0.003365565
2022/8/4,411,rhyme,37229,3336,0,4.04040404,22.22222222,39.39393939,25.25252525,8.080808081,1.01010101,0.089607564,0.000166084
2022/8/5,412,buggy,37350,3428,0,1,9,29,34,22,5,0.091780455,0.000104233
2022/8/6,413,alien,38841,3395,1,3,23,39,24,9,1,0.087407636,0.000874414
2022/8/7,414,smear,36223,3190,1,5,23,31,24,14,2,0.088065594,0.00021621
2022/8/8,415,unfit,35516,3187,1,3,13,27,30,22,4,0.089734204,9.62E-05
2022/8/9,416,patty,36223,3019,1,4,16,30,30,17,2,0.083344836,0.000727262
2022/8/10,417,cling,37654,3312,0.99009901,8.910891089,34.65346535,33.66336634,15.84158416,4.95049505,0.99009901,0.087958783,0.000662507
2022/8/11,418,glean,37301,3243,1,4,15,26,29,21,4,0.086941369,0.000150379
2022/8/12,419,label,34198,3076,1.01010101,2.02020202,13.13131313,29.29292929,31.31313131,20.2020202,3.03030303,0.089946781,0.001465712
2022/8/13,420,hunky,35276,3185,1,4,21,30,24,15,5,0.090288015,5.65E-05
2022/8/14,421,khaki,31652,2968,0.99009901,8.910891089,34.65346535,33.66336634,15.84158416,4.95049505,0.99009901,0.093769746,0.000109288
2022/8/15,422,poker,35376,3180,1,9,32,32,18,7,1,0.089891452,0.0002644
2022/8/16,423,gruel,35105,3087,0.99009901,7.920792079,31.68316832,31.68316832,17.82178218,7.920792079,1.98019802,0.087936191,2.13E-05
2022/8/17,424,twice,35815,3173,0.99009901,1.98019802,10.89108911,23.76237624,30.69306931,25.74257426,5.940594059,0.088594164,0.003060396
2022/8/18,425,twang,34938,3172,1.01010101,16.16161616,37.37373737,28.28282828,12.12121212,4.04040404,1.01010101,0.090789398,3.94E-05
2022/8/19,426,shrug,33965,2987,0.99009901,7.920792079,28.71287129,33.66336634,19.8019802,7.920792079,0.99009901,0.087943471,0.001241649
2022/8/20,427,treat,38245,3249,1.01010101,8.080808081,30.3030303,33.33333333,19.19191919,7.070707071,1.01010101,0.084952281,0.004667559
2022/8/21,428,waste,35617,3186,0.99009901,2.97029703,16.83168317,32.67326733,28.71287129,14.85148515,2.97029703,0.089451666,0.002176516
2022/8/22,429,merit,35888,3123,1,5,28,38,20,7,1,0.087020731,0.000654977
2022/8/23,430,woven,33549,2933,1,1,11,29,33,21,4,0.087424364,0.000128113
2022/8/24,431,needy,33700,2927,1.01010101,6.060606061,25.25252525,34.34343434,23.23232323,9.090909091,1.01010101,0.086854599,0.000214059
2022/8/25,432,clown,36737,3175,1,4,22,37,24,10,2,0.08642513,0.000334427
2022/8/26,433,irony,34716,3046,1.01010101,9.090909091,29.29292929,33.33333333,19.19191919,7.070707071,1.01010101,0.087740523,0.000670897
2022/8/27,434,ruder,31241,2784,1,4,17,30,27,17,4,0.089113665,1.34E-05
2022/8/28,435,gauze,30214,2866,0.99009901,6.930693069,28.71287129,34.65346535,19.8019802,7.920792079,0.99009901,0.094856689,8.29E-05
2022/8/29,436,chief,34281,3072,0,2,18,39,27,12,2,0.089612322,0.003145267
2022/8/30,437,onset,33660,3009,1.01010101,10.1010101,25.25252525,27.27272727,19.19191919,12.12121212,5.050505051,0.089393939,0.000330984
2022/8/31,438,prize,35343,3166,1,13,34,30,15,6,1,0.089579266,0.00124649
2022/9/1,439,fungi,31903,2928,2.97029703,12.87128713,31.68316832,28.71287129,15.84158416,6.930693069,0.99009901,0.091778203,0.000287097
2022/9/2,440,charm,35724,3149,0.99009901,6.930693069,21.78217822,27.72277228,24.75247525,13.86138614,3.96039604,0.088148024,0.000607755
2022/9/3,441,gully,31191,2877,1,10,28,31,19,9,2,0.092238146,0.000102081
2022/9/4,442,inter,32018,2889,0.99009901,3.96039604,21.78217822,35.64356436,24.75247525,10.89108911,1.98019802,0.090230495,4.58E-05
2022/9/5,443,whoop,32733,2970,1,3,17,33,27,16,3,0.090734122,4.26E-05
2022/9/6,444,taunt,32734,3022,1,3,13,24,30,24,5,0.092319912,0.000151024
2022/9/7,445,leery,30992,2873,1.01010101,10.1010101,20.2020202,24.24242424,24.24242424,17.17171717,3.03030303,0.092701342,6.23E-05
2022/9/8,446,class,31962,3001,1,5,22,34,25,11,2,0.093892748,0.010603982
2022/9/9,447,theme,32172,2909,1,8,26,32,21,10,2,0.090420241,0.002621952
2022/9/10,448,lofty,29237,2777,1,4,18,30,28,16,3,0.094982385,0.000182542
2022/9/11,449,tibia,27887,2675,1,7,23,34,24,10,1,0.095922831,4.31E-05
2022/9/12,450,booze,29147,2883,1,6,29,34,21,8,1,0.09891241,0.000150379
2022/9/13,451,alpha,29497,2706,1,6,25,33,22,11,2,0.091738143,0.000611305
2022/9/14,452,thyme,32142,2938,1,6,25,33,22,11,2,0.091406882,0.00028344
2022/9/15,453,doubt,33344,3011,1,4,20,31,26,15,3,0.090301104,0.002156724
2022/9/16,454,parer,37309,4130,1,6,16,23,24,21,9,0.110697151,1.51E-06
2022/9/17,455,chute,33418,3073,0.99009901,2.97029703,14.85148515,28.71287129,26.73267327,18.81188119,6.930693069,0.091956431,0.000165869
2022/9/18,456,stick,33102,3038,1,1,8,19,31,30,10,0.091776932,0.003768727
2022/9/19,457,trice,35050,3430,0.99009901,3.96039604,20.79207921,31.68316832,25.74257426,13.86138614,2.97029703,0.0978602,2.41E-05
2022/9/20,458,alike,31277,2843,1.01010101,9.090909091,26.26262626,30.3030303,21.21212121,10.1010101,2.02020202,0.090897465,0.000668638
2022/9/21,459,recap,31976,2900,1.01010101,14.14141414,38.38383838,30.3030303,12.12121212,4.04040404,0,0.09069302,2.99E-05
2022/9/22,460,saint,34455,3119,0.99009901,4.95049505,15.84158416,23.76237624,24.75247525,21.78217822,7.920792079,0.090523872,0.001897056
2022/9/23,461,glory,31509,2893,1.01010101,6.060606061,21.21212121,32.32323232,25.25252525,12.12121212,2.02020202,0.091815037,0.00075566
2022/9/24,462,grate,32777,3077,1,2,10,29,33,21,4,0.093876804,0.000269564
2022/9/25,463,admit,28994,2677,1,5,26,34,22,10,2,0.092329447,0.004063031
2022/9/26,464,brisk,31706,2884,1,9,33,33,16,7,1,0.090960701,0.000201043
2022/9/27,465,soggy,30985,2888,1,8,30,36,18,6,1,0.09320639,0.000113591
2022/9/28,466,usurp,31355,3007,1,2,17,35,30,13,2,0.09590177,7.19E-05
2022/9/29,467,scald,30477,2829,1.01010101,7.070707071,26.26262626,31.31313131,21.21212121,11.11111111,2.02020202,0.092824097,4.32E-05
2022/9/30,468,scorn,31223,2859,1,8,29,34,19,8,1,0.091567114,0.000121551
2022/10/1,469,leave,28202,2696,0.99009901,4.95049505,19.8019802,34.65346535,25.74257426,11.88118812,1.98019802,0.095596057,0.028007075
2022/10/2,470,twine,30088,2775,0.99009901,8.910891089,24.75247525,28.71287129,21.78217822,11.88118812,2.97029703,0.09222946,8.18E-05
2022/10/3,471,sting,32288,2969,0.99009901,7.920792079,32.67326733,33.66336634,16.83168317,6.930693069,0.99009901,0.091953667,0.000291185
2022/10/4,472,bough,32014,3060,0.99009901,8.910891089,29.7029703,33.66336634,18.81188119,6.930693069,0.99009901,0.095583182,7.30E-05
2022/10/5,473,marxh,30935,2885,1,5,18,31,28,15,2,0.093260061,8.61E-07
2022/10/6,474,sloth,32522,2987,1,5,26,37,22,8,1,0.09184552,5.00E-05
2022/10/7,475,dandy,29026,2840,0,8,31,34,19,7,1,0.097843313,8.16E-05
2022/10/8,476,vigor,26905,2642,1,6,14,18,17,24,20,0.098197361,0.000181251
2022/10/9,477,howdy,28408,2668,1,7,29,35,20,7,1,0.093917206,4.53E-05
2022/10/10,478,enjoy,26878,2654,1.01010101,4.04040404,23.23232323,36.36363636,24.24242424,10.1010101,1.01010101,0.098742466,0.005160002
2022/10/11,479,valid,28575,2752,0,5,19,33,28,13,2,0.096307962,0.000637766
2022/10/12,480,ionic,29151,2947,0.980392157,15.68627451,31.37254902,29.41176471,15.68627451,5.882352941,0.980392157,0.101094302,1.84E-05
2022/10/13,481,equal,27197,2677,0.99009901,6.930693069,18.81188119,21.78217822,18.81188119,17.82178218,14.85148515,0.098429974,0.002283223
2022/10/14,482,floor,28906,2752,1.01010101,5.050505051,18.18181818,30.3030303,26.26262626,16.16161616,3.03030303,0.095205148,0.007232608
2022/10/15,483,catch,30403,3123,1,8,31,34,19,6,1,0.102720126,0.007957396
2022/10/16,484,spade,30459,2854,0,4.95049505,20.79207921,31.68316832,25.74257426,13.86138614,2.97029703,0.093699728,0.000136073
2022/10/17,485,stein,31269,2965,0,4.04040404,20.2020202,33.33333333,27.27272727,13.13131313,2.02020202,0.094822348,0.000703705
2022/10/18,486,exist,28612,2805,2.02020202,14.14141414,36.36363636,30.3030303,13.13131313,4.04040404,0,0.098035789,0.004543642
2022/10/19,487,quirk,28322,2794,0,2.02020202,19.19191919,36.36363636,27.27272727,13.13131313,2.02020202,0.098651225,0.000125316
2022/10/20,488,denim,28741,2769,0.99009901,3.96039604,21.78217822,34.65346535,25.74257426,10.89108911,1.98019802,0.096343203,0.000178454
2022/10/21,489,grove,28637,2794,0.99009901,13.86138614,34.65346535,30.69306931,13.86138614,4.95049505,0.99009901,0.097566086,0.000986069
2022/10/22,490,spiel,29084,2810,0,5.102040816,29.59183673,36.73469388,20.40816327,7.142857143,1.020408163,0.096616696,3.64E-05
2022/10/23,491,mummy,29279,3021,0,2,13,31,33,18,3,0.103179753,0.000178131
2022/10/24,492,fault,28947,2768,0.793650794,1.587301587,14.28571429,34.92063492,20.63492063,20.63492063,7.142857143,0.095623035,0.00129199
2022/10/25,493,foggy,28953,2817,0.99009901,5.940594059,16.83168317,21.78217822,19.8019802,20.79207921,13.86138614,0.097295617,0.000113591
2022/10/26,494,flout,30063,2904,0,3.03030303,17.17171717,30.3030303,28.28282828,17.17171717,4.04040404,0.096597146,4.21E-05
2022/10/27,495,carry,27609,2615,0,5.050505051,16.16161616,24.24242424,27.27272727,21.21212121,6.060606061,0.094715491,0.009195281
2022/10/28,496,sneak,27905,2636,0,1.98019802,8.910891089,25.74257426,31.68316832,23.76237624,7.920792079,0.094463358,0.00066724
2022/10/29,497,libel,25156,2536,1,4,19,27,26,18,5,0.10081094,7.64E-05
2022/10/30,498,waltz,24672,2496,1,16,33,28,15,6,1,0.101167315,8.08E-05
2022/10/31,499,aptly,26498,2572,0,2,10,24,32,26,6,0.097063929,0.000127682
2022/11/1,500,piney,27502,3667,0,3.03030303,16.16161616,31.31313131,30.3030303,16.16161616,3.03030303,0.133335757,5.37E-05
2022/11/2,501,inept,27670,2640,0,2,14,32,32,17,3,0.095410192,8.76E-05
2022/11/3,502,aloud,29554,2819,0,1.98019802,12.87128713,32.67326733,32.67326733,16.83168317,2.97029703,0.095384719,0.000474157
2022/11/4,503,photo,27330,2565,0,1.98019802,13.86138614,30.69306931,30.69306931,18.81188119,3.96039604,0.093852909,0.014002892
2022/11/5,504,dream,29743,2751,1,12,23,26,21,13,4,0.092492351,0.004600007
2022/11/6,505,stale,31068,3013,1.98019802,20.79207921,35.64356436,25.74257426,10.89108911,3.96039604,0.99009901,0.096980816,0.000179852
2022/11/7,506,begin,26096,2439,0.99009901,9.900990099,30.69306931,33.66336634,17.82178218,5.940594059,0.99009901,0.0934626,0.026197256
2022/11/8,507,spell,27213,2531,0,3.03030303,20.2020202,33.33333333,27.27272727,14.14141414,2.02020202,0.093007019,0.000685634
2022/11/9,508,rainy,28984,2678,1.01010101,5.050505051,24.24242424,36.36363636,23.23232323,9.090909091,1.01010101,0.092395805,0.000290754
2022/11/10,509,unite,27467,2575,1,4,29,42,18,5,1,0.093748862,0.000740816
2022/11/11,510,medal,25993,2438,0,6,24,35,24,10,1,0.093794483,0.001016511
2022/11/12,511,valet,24660,2356,1,11,22,25,21,15,5,0.095539335,0.000107245
2022/11/13,512,inane,25085,2515,0,3,19,40,28,9,1,0.100259119,3.29E-05
2022/11/14,513,maple,26536,2467,0,4.04040404,20.2020202,35.35353535,27.27272727,11.11111111,2.02020202,0.092968043,0.000522024
2022/11/15,514,snarl,27475,2650,1,8,30,36,18,6,1,0.096451319,0.000127145
2022/11/16,515,baker,25576,2541,0,2.02020202,10.1010101,19.19191919,19.19191919,23.23232323,26.26262626,0.099350954,0.001511643
2022/11/17,516,there,27465,2530,0,5,20,34,27,12,2,0.09211724,0.091053867
2022/11/18,517,glyph,29208,2899,0,1.98019802,10.89108911,29.7029703,32.67326733,20.79207921,3.96039604,0.099253629,1.80E-05
2022/11/19,518,avert,24749,2400,1.98019802,18.81188119,38.61386139,27.72277228,9.900990099,2.97029703,0,0.096973615,0.000273006
2022/11/20,519,brave,24991,2396,1,6,25,34,23,10,1,0.095874515,0.000655838
2022/11/21,520,axiom,24288,2382,0,7,27,34,22,9,1,0.098073123,5.98E-05
2022/11/22,521,prime,27437,2534,0,3,13,29,32,19,4,0.092357036,0.002600761
2022/11/23,522,drive,26663,2451,1,13,32,31,16,6,1,0.09192514,0.009358245
2022/11/24,523,feast,27705,2725,0,6.060606061,26.26262626,36.36363636,22.22222222,8.080808081,1.01010101,0.098357697,0.000425644
2022/11/25,524,itchy,24197,2329,0,2,12,27,30,22,7,0.096251601,4.91E-05
2022/11/27,526,happy,25206,2356,0,2.02020202,10.1010101,25.25252525,35.35353535,23.23232323,4.04040404,0.093469809,0.006113156
2022/11/28,527,tepid,26051,2484,0,1.01010101,9.090909091,26.26262626,37.37373737,23.23232323,3.03030303,0.095351426,6.86E-05
2022/11/29,528,undue,23739,2316,1,10,23,29,24,11,2,0.097560976,0.000111332
2022/11/30,529,study,25569,2405,1,8,24,33,23,10,1,0.094059212,0.020479518
2022/12/1,530,eject,22628,2200,6.060606061,26.26262626,32.32323232,22.22222222,10.1010101,3.03030303,0,0.097224677,0.000143925
2022/12/2,531,chafe,24646,2343,0,3,16,26,24,19,12,0.095066136,6.92E-05
2022/12/3,532,torso,23873,2260,0,4.04040404,20.2020202,35.35353535,26.26262626,12.12121212,2.02020202,0.094667616,0.000308395
2022/12/4,533,adore,25577,2398,0,2.97029703,24.75247525,38.61386139,23.76237624,8.910891089,0.99009901,0.093756109,0.000279352
2022/12/5,534,woken,23153,2200,0,2,10,30,34,20,4,0.095020084,0.000193944
2022/12/6,535,amber,23509,2261,0.99009901,13.86138614,31.68316832,29.7029703,16.83168317,5.940594059,0.99009901,0.096175933,0.000157694
2022/12/7,536,joust,24899,2388,0,2.02020202,16.16161616,38.38383838,29.29292929,12.12121212,2.02020202,0.095907466,1.67E-05
2022/12/8,537,infer,21199,1863,0,9.183673469,26.53061224,32.65306122,21.42857143,9.183673469,1.020408163,0.087881504,0.000208896
2022/12/9,538,braid,23640,2165,0,1.98019802,15.84158416,36.63366337,30.69306931,12.87128713,1.98019802,0.091582064,0.000207067
2022/12/10,539,knock,21157,2041,0,6,33,38,17,5,1,0.096469254,0.001977409
2022/12/11,540,naive,21947,2075,0.980392157,9.803921569,30.39215686,33.33333333,17.64705882,6.862745098,0.980392157,0.094545952,0.000386274
2022/12/12,541,apply,22873,2150,0,4,16,29,29,18,4,0.093997289,0.004920665
2022/12/13,542,spoke,24101,2224,0,2.02020202,14.14141414,32.32323232,33.33333333,16.16161616,2.02020202,0.092278329,9.57E-05
2022/12/14,543,usual,20824,2048,0,4,22,37,26,10,1,0.09834806,0.001668046
2022/12/15,544,rival,22176,2127,0,8,34,35,17,5,1,0.095914502,0.000694024
2022/12/16,545,probe,22853,2160,0,4,19,33,27,14,3,0.094517131,0.000293766
2022/12/17,546,chord,22336,2088,1,4,17,28,26,18,6,0.093481375,6.68E-05
2022/12/18,547,taper,22166,2108,0.99009901,8.910891089,27.72277228,33.66336634,19.8019802,7.920792079,0.99009901,0.095100605,0.000325391
2022/12/19,548,slate,26010,2422,1,7,26,36,21,8,1,0.093118032,0.007837782
2022/12/20,549,third,24137,2261,0,5,25,37,22,9,2,0.093673613,0.000348088
2022/12/21,550,lunar,22180,2036,0,5,26,35,24,9,1,0.091794409,0.000322164
2022/12/22,551,excel,20490,2034,0,2.02020202,9.090909091,25.25252525,33.33333333,24.24242424,6.060606061,0.099267936,2.31E-05
2022/12/23,552,aorta,21937,2112,0,7.070707071,28.28282828,34.34343434,21.21212121,8.080808081,1.01010101,0.096275699,0.000384445
2022/12/24,553,poise,20281,1911,0,7.920792079,35.64356436,32.67326733,16.83168317,5.940594059,0.99009901,0.094226123,0.002833752
2022/12/25,554,extra,15554,1562,0,4.04040404,27.27272727,38.38383838,22.22222222,7.070707071,1.01010101,0.100424328,0.004678746
2022/12/26,555,judge,20011,2043,0,6,17,33,29,13,2,0.102093848,0.000329586
2022/12/27,556,condo,20879,2012,0,6,28,36,21,8,1,0.096364768,5.94E-05
2022/12/28,557,impel,20160,1937,0,6,27,34,21,10,2,0.096081349,0.000184478
2022/12/29,558,havoc,20001,1919,0,5,21,32,25,14,3,0.095945203,5.68E-05
2022/12/30,559,molar,21204,1973,0,2,16,37,30,13,2,0.093048481,8.97E-05
2022/12/31,560,manly,20380,1899,1,13,38,32,13,3,0,0.093179588,0.000244393
